Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[93]     0.0    0.00    0.00   19634         IsWhitespace [93]
-----------------------------------------------
                0.00    0.00   19536/19536       timing_driven_route_net [29]
[94]     0.0    0.00    0.00   19536         add_to_mod_list [94]
                0.00    0.00   19536/19536       alloc_linked_f_pointer [95]
-----------------------------------------------
                0.00    0.00   19536/19536       add_to_mod_list [94]
[95]     0.0    0.00    0.00   19536         alloc_linked_f_pointer [95]
                0.00    0.00       3/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00    1120/17092       build_unidir_rr_opins [38]
                0.00    0.00    7986/17092       build_rr_xchan [18]
                0.00    0.00    7986/17092       build_rr_ychan [19]
[96]     0.0    0.00    0.00   17092         alloc_and_load_edges_and_switches [96]
                0.00    0.00   34184/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00   13068/13068       load_sblock_pattern_lookup [57]
[97]     0.0    0.00    0.00   13068         find_label_of_track [97]
-----------------------------------------------
                0.00    0.00       1/6904        alloc_net_rr_terminals [270]
                0.00    0.00     511/6904        alloc_net_delay [269]
                0.00    0.00     511/6904        alloc_net_slack [271]
                0.00    0.00     511/6904        build_block_output_tnode [118]
                0.00    0.00     511/6904        alloc_crit [266]
                0.00    0.00    1213/6904        build_fb_tnodes [160]
                0.00    0.00    3646/6904        build_subblock_tnodes [161]
[98]     0.0    0.00    0.00    6904         my_chunk_malloc [98]
                0.00    0.00       6/383841      my_malloc [84]
                0.00    0.00       6/6           insert_in_vptr_list [187]
-----------------------------------------------
                0.00    0.00    5604/5604        alloc_and_load_timing_graph_levels [261]
[99]     0.0    0.00    0.00    5604         insert_in_int_list [99]
                0.00    0.00     867/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00    1724/4966        build_fb_tnodes [160]
                0.00    0.00    3242/4966        check_fb_to_subblock_connections [163]
[100]    0.0    0.00    0.00    4966         is_opin [100]
-----------------------------------------------
                0.00    0.00    4742/4742        check_subblocks [165]
[101]    0.0    0.00    0.00    4742         check_subblock_pin [101]
-----------------------------------------------
                0.00    0.00     477/4627        init_route_tree_to_source [128]
                0.00    0.00    4150/4627        add_path_to_route_tree [122]
[102]    0.0    0.00    0.00    4627         alloc_rt_node [102]
                0.00    0.00      15/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00    4627/4627        update_traceback [135]
[103]    0.0    0.00    0.00    4627         alloc_trace_data [103]
                0.00    0.00       1/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00    4627/4627        free_route_tree [125]
[104]    0.0    0.00    0.00    4627         free_rt_node [104]
-----------------------------------------------
                0.00    0.00    4627/4627        free_traceback [120]
[105]    0.0    0.00    0.00    4627         free_trace_data [105]
-----------------------------------------------
                0.00    0.00    4150/4150        add_path_to_route_tree [122]
[106]    0.0    0.00    0.00    4150         alloc_linked_rt_edge [106]
                0.00    0.00      14/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00    4150/4150        free_route_tree [125]
[107]    0.0    0.00    0.00    4150         free_linked_rt_edge [107]
-----------------------------------------------
                0.00    0.00       1/3774        ProcessTypeProps [204]
                0.00    0.00       1/3774        ProcessDevice [229]
                0.00    0.00       1/3774        ProcessIO [230]
                0.00    0.00       1/3774        ProcessSegments [232]
                0.00    0.00       5/3774        SetupGridLocations [206]
                0.00    0.00       5/3774        ProcessSubblocks [203]
                0.00    0.00     106/3774        SetupPinClasses [207]
                0.00    0.00     111/3774        SetupPinLocations [208]
                0.00    0.00    3543/3774        read_netlist [50]
[108]    0.0    0.00    0.00    3774         my_atoi [108]
-----------------------------------------------
                0.00    0.00       6/3302        SetupTypeTiming [211]
                0.00    0.00      12/3302        SetupPinLocations [208]
                0.00    0.00      40/3302        SetupSubblocksTcomb [210]
                0.00    0.00      41/3302        SetupPinClasses [207]
                0.00    0.00      74/3302        SetupSubblocksTSeq [209]
                0.00    0.00    3129/3302        read_netlist [50]
[109]    0.0    0.00    0.00    3302         FreeTokens [109]
-----------------------------------------------
                0.00    0.00       6/3287        SetupTypeTiming [211]
                0.00    0.00      40/3287        SetupSubblocksTcomb [210]
                0.00    0.00      41/3287        SetupPinClasses [207]
                0.00    0.00      74/3287        SetupSubblocksTSeq [209]
                0.00    0.00    3126/3287        read_netlist [50]
[110]    0.0    0.00    0.00    3287         CountTokens [110]
-----------------------------------------------
                0.00    0.00    2943/2943        read_netlist [50]
[111]    0.0    0.00    0.00    2943         ReadLineTokens [111]
                0.00    0.00    5880/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00       1/1359        ProcessSwitches [233]
                0.00    0.00       2/1359        ProcessTypeProps [204]
                0.00    0.00       4/1359        ReadOptions [236]
                0.00    0.00    1352/1359        read_netlist [50]
[112]    0.0    0.00    0.00    1359         my_strdup [112]
                0.00    0.00    1359/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00     956/956         assign_locations [121]
[113]    0.0    0.00    0.00     956         get_first_pin [113]
-----------------------------------------------
                0.00    0.00     954/954         timing_driven_route_net [29]
[114]    0.0    0.00    0.00     954         pathfinder_update_one_cost [114]
-----------------------------------------------
                0.00    0.00     649/649         insert_in_hash_table [116]
[115]    0.0    0.00    0.00     649         hash_value [115]
-----------------------------------------------
                0.00    0.00     138/649         check_for_duplicate_block_names [276]
                0.00    0.00     511/649         check_netlist [278]
[116]    0.0    0.00    0.00     649         insert_in_hash_table [116]
                0.00    0.00    1298/383841      my_malloc [84]
                0.00    0.00     649/649         hash_value [115]
-----------------------------------------------
                0.00    0.00     120/551         ezxml_parse_str [285]
                0.00    0.00     431/551         ezxml_char_content [138]
[117]    0.0    0.00    0.00     551         ezxml_decode [117]
-----------------------------------------------
                0.00    0.00     511/511         build_fb_tnodes [160]
[118]    0.0    0.00    0.00     511         build_block_output_tnode [118]
                0.00    0.00     511/6904        my_chunk_malloc [98]
-----------------------------------------------
                0.00    0.00     511/511         check_netlist [278]
[119]    0.0    0.00    0.00     511         check_connections_to_global_fb_pins [119]
-----------------------------------------------
                0.00    0.00       1/479         init_route_structs [312]
                0.00    0.00       1/479         free_trace_structs [304]
                0.00    0.00     477/479         timing_driven_route_net [29]
[120]    0.0    0.00    0.00     479         free_traceback [120]
                0.00    0.00    4627/4627        free_trace_data [105]
-----------------------------------------------
                0.00    0.00       1/478         alloc_routing_structs [8]
                0.00    0.00     477/478         assign_blocks_and_route_net [27]
[121]    0.0    0.00    0.00     478         assign_locations [121]
                0.00    0.00     956/956         get_first_pin [113]
-----------------------------------------------
                0.00    0.00     477/477         update_route_tree [133]
[122]    0.0    0.00    0.00     477         add_path_to_route_tree [122]
                0.00    0.00    4150/4627        alloc_rt_node [102]
                0.00    0.00    4150/4150        alloc_linked_rt_edge [106]
-----------------------------------------------
                0.00    0.00     477/477         heapsort [127]
[123]    0.0    0.00    0.00     477         add_to_sort_heap [123]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[124]    0.0    0.00    0.00     477         empty_heap [124]
                0.00    0.00  198524/220989      free_heap_data [87]
-----------------------------------------------
                                4150             free_route_tree [125]
                0.00    0.00     477/477         timing_driven_route_net [29]
[125]    0.0    0.00    0.00     477+4150    free_route_tree [125]
                0.00    0.00    4627/4627        free_rt_node [104]
                0.00    0.00    4150/4150        free_linked_rt_edge [107]
                                4150             free_route_tree [125]
-----------------------------------------------
                0.00    0.00     477/477         heapsort [127]
[126]    0.0    0.00    0.00     477         get_top_of_heap_index [126]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[127]    0.0    0.00    0.00     477         heapsort [127]
                0.00    0.00     477/477         add_to_sort_heap [123]
                0.00    0.00     477/477         get_top_of_heap_index [126]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[128]    0.0    0.00    0.00     477         init_route_tree_to_source [128]
                0.00    0.00     477/4627        alloc_rt_node [102]
-----------------------------------------------
                0.00    0.00     477/477         update_route_tree [133]
[129]    0.0    0.00    0.00     477         load_new_path_R_upstream [129]
-----------------------------------------------
                                3673             load_rt_subtree_Tdel [130]
                0.00    0.00     477/477         update_route_tree [133]
[130]    0.0    0.00    0.00     477+3673    load_rt_subtree_Tdel [130]
                                3673             load_rt_subtree_Tdel [130]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[131]    0.0    0.00    0.00     477         reset_path_costs [131]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[132]    0.0    0.00    0.00     477         update_net_delays_from_route_tree [132]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[133]    0.0    0.00    0.00     477         update_route_tree [133]
                0.00    0.00     477/477         add_path_to_route_tree [122]
                0.00    0.00     477/477         update_unbuffered_ancestors_C_downstream [136]
                0.00    0.00     477/477         load_new_path_R_upstream [129]
                0.00    0.00     477/477         load_rt_subtree_Tdel [130]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[134]    0.0    0.00    0.00     477         update_rr_base_costs [134]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [29]
[135]    0.0    0.00    0.00     477         update_traceback [135]
                0.00    0.00    4627/4627        alloc_trace_data [103]
-----------------------------------------------
                0.00    0.00     477/477         update_route_tree [133]
[136]    0.0    0.00    0.00     477         update_unbuffered_ancestors_C_downstream [136]
-----------------------------------------------
                0.00    0.00       1/437         check_netlist [278]
                0.00    0.00       1/437         alloc_and_load_placement_structs [257]
                0.00    0.00       1/437         load_simplified_device [314]
                0.00    0.00       2/437         build_rr_graph [9]
                0.00    0.00       2/437         SetupSubblocksTcomb [210]
                0.00    0.00       2/437         alloc_and_assign_internal_structures [251]
                0.00    0.00       4/437         alloc_and_load_pin_to_track_map [197]
                0.00    0.00       4/437         alloc_delta_arrays [267]
                0.00    0.00       6/437         alloc_and_load_grid [186]
                0.00    0.00     138/437         alloc_and_load_pin_mappings [256]
                0.00    0.00     138/437         alloc_and_load_fanout_counts [253]
                0.00    0.00     138/437         build_subblock_tnodes [161]
[137]    0.0    0.00    0.00     437         alloc_matrix [137]
                0.00    0.00    3079/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00     431/431         ezxml_parse_str [285]
[138]    0.0    0.00    0.00     431         ezxml_char_content [138]
                0.00    0.00     431/551         ezxml_decode [117]
                0.00    0.00     223/223         ezxml_set_flag [143]
-----------------------------------------------
                0.00    0.00       1/430         check_netlist [278]
                0.00    0.00       1/430         free_placement_structs [296]
                0.00    0.00       1/430         restore_original_device [320]
                0.00    0.00       2/430         build_rr_graph [9]
                0.00    0.00       2/430         free_and_reset_internal_structures [288]
                0.00    0.00       4/430         alloc_and_load_pin_to_track_map [197]
                0.00    0.00       5/430         freeGrid [189]
                0.00    0.00     138/430         free_pin_mappings [295]
                0.00    0.00     138/430         free_fanout_counts [290]
                0.00    0.00     138/430         build_subblock_tnodes [161]
[139]    0.0    0.00    0.00     430         free_matrix [139]
-----------------------------------------------
                0.00    0.00     414/414         read_netlist [50]
[140]    0.0    0.00    0.00     414         get_type_by_name [140]
-----------------------------------------------
                0.00    0.00     138/276         check_subblocks [165]
                0.00    0.00     138/276         alloc_and_load_fanout_counts [253]
[141]    0.0    0.00    0.00     276         load_one_fb_fanout_count [141]
-----------------------------------------------
                0.00    0.00      12/226         SetupPinLocations [208]
                0.00    0.00      41/226         SetupClassInf [205]
                0.00    0.00     173/226         GetNodeTokens [157]
[142]    0.0    0.00    0.00     226         CountTokensInString [142]
                0.00    0.00    9357/19634       IsWhitespace [93]
-----------------------------------------------
                0.00    0.00     223/223         ezxml_char_content [138]
[143]    0.0    0.00    0.00     223         ezxml_set_flag [143]
-----------------------------------------------
                0.00    0.00       1/222         ProcessSwitches [233]
                0.00    0.00       2/222         ProcessIO [230]
                0.00    0.00       3/222         SetupGridLocations [206]
                0.00    0.00       3/222         ProcessChanWidthDistr [228]
                0.00    0.00       4/222         ProcessSegments [232]
                0.00    0.00       5/222         ProcessDevice [229]
                0.00    0.00       6/222         SetupTypeTiming [211]
                0.00    0.00       6/222         XmlReadArch [250]
                0.00    0.00       8/222         ProcessSubblocks [203]
                0.00    0.00      12/222         SetupPinLocations [208]
                0.00    0.00      17/222         ProcessTypes [234]
                0.00    0.00      40/222         SetupSubblocksTcomb [210]
                0.00    0.00      41/222         SetupPinClasses [207]
                0.00    0.00      74/222         SetupSubblocksTSeq [209]
[144]    0.0    0.00    0.00     222         FreeNode [144]
                0.00    0.00    1470/19634       IsWhitespace [93]
                0.00    0.00     222/222         ezxml_cut [146]
                0.00    0.00     222/222         ezxml_free [147]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_parse_str [285]
[145]    0.0    0.00    0.00     222         ezxml_close_tag [145]
-----------------------------------------------
                0.00    0.00     222/222         FreeNode [144]
[146]    0.0    0.00    0.00     222         ezxml_cut [146]
-----------------------------------------------
                                 444             ezxml_free [147]
                0.00    0.00     222/222         FreeNode [144]
[147]    0.0    0.00    0.00     222+444     ezxml_free [147]
                0.00    0.00     222/222         ezxml_free_attr [148]
                                 444             ezxml_free [147]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_free [147]
[148]    0.0    0.00    0.00     222         ezxml_free_attr [148]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_parse_str [285]
[149]    0.0    0.00    0.00     222         ezxml_open_tag [149]
                0.00    0.00     221/221         ezxml_add_child [151]
-----------------------------------------------
                0.00    0.00       1/221         ProcessIO [230]
                0.00    0.00       1/221         XmlReadArch [250]
                0.00    0.00       2/221         ProcessTypes [234]
                0.00    0.00       3/221         SetupGridLocations [206]
                0.00    0.00       6/221         SetupTypeTiming [211]
                0.00    0.00      12/221         SetupPinLocations [208]
                0.00    0.00      40/221         SetupSubblocksTcomb [210]
                0.00    0.00      41/221         SetupClassInf [205]
                0.00    0.00      41/221         SetupPinClasses [207]
                0.00    0.00      74/221         SetupSubblocksTSeq [209]
[150]    0.0    0.00    0.00     221         CheckElement [150]
-----------------------------------------------
                0.00    0.00     221/221         ezxml_open_tag [149]
[151]    0.0    0.00    0.00     221         ezxml_add_child [151]
                0.00    0.00     221/221         ezxml_insert [152]
-----------------------------------------------
                0.00    0.00     221/221         ezxml_add_child [151]
[152]    0.0    0.00    0.00     221         ezxml_insert [152]
-----------------------------------------------
                0.00    0.00     220/220         check_rr_graph [66]
[153]    0.0    0.00    0.00     220         rr_node_is_global_clb_ipin [153]
-----------------------------------------------
                0.00    0.00       1/183         ProcessChanWidthDistr [228]
                0.00    0.00       2/183         ProcessLayout [231]
                0.00    0.00       2/183         ProcessCB_SB [201]
                0.00    0.00       3/183         ProcessIO [230]
                0.00    0.00       4/183         ProcessTypeProps [204]
                0.00    0.00       6/183         ParseFc [185]
                0.00    0.00       6/183         SetupTypeTiming [211]
                0.00    0.00       6/183         ProcessSubblocks [203]
                0.00    0.00       6/183         ProcessSegments [232]
                0.00    0.00       8/183         ProcessDevice [229]
                0.00    0.00       8/183         ProcessSwitches [233]
                0.00    0.00      10/183         ProcessChanWidthDistrDir [202]
                0.00    0.00      15/183         SetupGridLocations [206]
                0.00    0.00      24/183         SetupPinLocations [208]
                0.00    0.00      41/183         SetupClassInf [205]
                0.00    0.00      41/183         SetupPinClasses [207]
[154]    0.0    0.00    0.00     183         FindProperty [154]
                0.00    0.00     183/183         ezxml_attr [155]
-----------------------------------------------
                0.00    0.00     183/183         FindProperty [154]
[155]    0.0    0.00    0.00     183         ezxml_attr [155]
-----------------------------------------------
                0.00    0.00       2/180         ProcessCB_SB [201]
                0.00    0.00       5/180         ParseFc [185]
                0.00    0.00     173/180         GetNodeTokens [157]
[156]    0.0    0.00    0.00     180         ezxml_set_txt [156]
-----------------------------------------------
                0.00    0.00       6/173         SetupTypeTiming [211]
                0.00    0.00      12/173         SetupPinLocations [208]
                0.00    0.00      40/173         SetupSubblocksTcomb [210]
                0.00    0.00      41/173         SetupPinClasses [207]
                0.00    0.00      74/173         SetupSubblocksTSeq [209]
[157]    0.0    0.00    0.00     173         GetNodeTokens [157]
                0.00    0.00    8807/19634       IsWhitespace [93]
                0.00    0.00     346/383841      my_malloc [84]
                0.00    0.00     173/226         CountTokensInString [142]
                0.00    0.00     173/180         ezxml_set_txt [156]
-----------------------------------------------
                0.00    0.00       1/171         check_for_multiple_sink_connections [277]
                0.00    0.00       1/171         alloc_route_structs [272]
                0.00    0.00       1/171         alloc_and_load_tnode_fanin_and_check_edges [262]
                0.00    0.00       1/171         ProcessIO [230]
                0.00    0.00       2/171         check_all_tracks_reach_pins [215]
                0.00    0.00       2/171         alloc_hash_table [213]
                0.00    0.00       2/171         InitArch [225]
                0.00    0.00       2/171         SetupGridLocations [206]
                0.00    0.00       2/171         initial_placement [82]
                0.00    0.00       3/171         add_rr_graph_C_from_switches [49]
                0.00    0.00       3/171         check_rr_graph [66]
                0.00    0.00       3/171         alloc_and_load_unique_pin_list [264]
                0.00    0.00       4/171         SetupSubblocksTSeq [209]
                0.00    0.00       6/171         load_rr_indexed_data_T_values [79]
                0.00    0.00     138/171         alloc_and_load_fanout_counts [253]
[158]    0.0    0.00    0.00     171         my_calloc [158]
-----------------------------------------------
                0.00    0.00     139/139         check_for_duplicate_block_names [276]
[159]    0.0    0.00    0.00     139         get_next_hash [159]
-----------------------------------------------
                0.00    0.00     138/138         alloc_and_load_tnodes_and_net_mapping [263]
[160]    0.0    0.00    0.00     138         build_fb_tnodes [160]
                0.00    0.00    1724/4966        is_opin [100]
                0.00    0.00    1213/6904        my_chunk_malloc [98]
                0.00    0.00     511/511         build_block_output_tnode [118]
                0.00    0.00     138/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00     138/138         alloc_and_load_tnodes_and_net_mapping [263]
[161]    0.0    0.00    0.00     138         build_subblock_tnodes [161]
                0.00    0.00    3646/6904        my_chunk_malloc [98]
                0.00    0.00     138/437         alloc_matrix [137]
                0.00    0.00     138/383841      my_malloc [84]
                0.00    0.00     138/430         free_matrix [139]
                0.00    0.00      33/33          is_global_clock [181]
-----------------------------------------------
                0.00    0.00     138/138         check_netlist [278]
[162]    0.0    0.00    0.00     138         check_fb_conn [162]
-----------------------------------------------
                0.00    0.00     138/138         check_subblocks [165]
[163]    0.0    0.00    0.00     138         check_fb_to_subblock_connections [163]
                0.00    0.00    3242/4966        is_opin [100]
-----------------------------------------------
                0.00    0.00     138/138         check_subblocks [165]
[164]    0.0    0.00    0.00     138         check_internal_subblock_connections [164]
-----------------------------------------------
                0.00    0.00     138/138         check_netlist [278]
[165]    0.0    0.00    0.00     138         check_subblocks [165]
                0.00    0.00    4742/4742        check_subblock_pin [101]
                0.00    0.00     138/276         load_one_fb_fanout_count [141]
                0.00    0.00     138/138         check_fb_to_subblock_connections [163]
                0.00    0.00     138/138         check_internal_subblock_connections [164]
-----------------------------------------------
                0.00    0.00     138/138         check_netlist [278]
[166]    0.0    0.00    0.00     138         get_num_conn [166]
-----------------------------------------------
                0.00    0.00       1/125         ProcessLayout [231]
                0.00    0.00       1/125         ProcessChanWidthDistr [228]
                0.00    0.00       2/125         ProcessCB_SB [201]
                0.00    0.00       3/125         ProcessTypeProps [204]
                0.00    0.00       3/125         ProcessIO [230]
                0.00    0.00       4/125         ProcessChanWidthDistrDir [202]
                0.00    0.00       5/125         ProcessSubblocks [203]
                0.00    0.00       6/125         SetupTypeTiming [211]
                0.00    0.00       6/125         ProcessSegments [232]
                0.00    0.00       8/125         ProcessDevice [229]
                0.00    0.00       8/125         ProcessSwitches [233]
                0.00    0.00       9/125         SetupGridLocations [206]
                0.00    0.00      11/125         ParseFc [185]
                0.00    0.00      17/125         SetupPinLocations [208]
                0.00    0.00      41/125         SetupPinClasses [207]
[167]    0.0    0.00    0.00     125         ezxml_set_attr [167]
-----------------------------------------------
                0.00    0.00     124/124         load_net_slack [31]
[168]    0.0    0.00    0.00     124         compute_net_slacks [168]
-----------------------------------------------
                0.00    0.00     124/124         try_place [3]
[169]    0.0    0.00    0.00     124         load_timing_graph_net_delays [169]
-----------------------------------------------
                0.00    0.00       1/123         starting_t [72]
                0.00    0.00     122/123         try_place [3]
[170]    0.0    0.00    0.00     123         get_std_dev [170]
-----------------------------------------------
                0.00    0.00     123/123         try_place [3]
[171]    0.0    0.00    0.00     123         load_criticalities [171]
-----------------------------------------------
                0.00    0.00     123/123         try_place [3]
[172]    0.0    0.00    0.00     123         update_screen [172]
-----------------------------------------------
                0.00    0.00     122/122         try_place [3]
[173]    0.0    0.00    0.00     122         exit_crit [173]
-----------------------------------------------
                0.00    0.00     121/121         try_place [3]
[174]    0.0    0.00    0.00     121         update_rlim [174]
-----------------------------------------------
                0.00    0.00     121/121         try_place [3]
[175]    0.0    0.00    0.00     121         update_t [175]
-----------------------------------------------
                0.00    0.00      57/57          alloc_and_load_timing_graph_levels [261]
[176]    0.0    0.00    0.00      57         alloc_ivector_and_copy_int_list [176]
                0.00    0.00      56/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00      56/56          alloc_and_load_grid [186]
[177]    0.0    0.00    0.00      56         find_type_col [177]
-----------------------------------------------
                0.00    0.00       1/43          ProcessSegments [232]
                0.00    0.00       1/43          ProcessSwitches [233]
                0.00    0.00      41/43          FindElement [179]
[178]    0.0    0.00    0.00      43         ezxml_child [178]
-----------------------------------------------
                0.00    0.00       2/41          ProcessIO [230]
                0.00    0.00       3/41          ProcessChanWidthDistr [228]
                0.00    0.00       3/41          ProcessSegments [232]
                0.00    0.00       5/41          ProcessDevice [229]
                0.00    0.00       5/41          XmlReadArch [250]
                0.00    0.00       8/41          ProcessSubblocks [203]
                0.00    0.00      15/41          ProcessTypes [234]
[179]    0.0    0.00    0.00      41         FindElement [179]
                0.00    0.00      41/43          ezxml_child [178]
-----------------------------------------------
                0.00    0.00      36/36          init_chan [217]
[180]    0.0    0.00    0.00      36         comp_width [180]
-----------------------------------------------
                0.00    0.00      33/33          build_subblock_tnodes [161]
[181]    0.0    0.00    0.00      33         is_global_clock [181]
-----------------------------------------------
                0.00    0.00      15/15          try_place [3]
[182]    0.0    0.00    0.00      15         recompute_bb_cost [182]
-----------------------------------------------
                0.00    0.00       1/7           ProcessTypes [234]
                0.00    0.00       1/7           ProcessSegments [232]
                0.00    0.00       1/7           ProcessSwitches [233]
                0.00    0.00       2/7           SetupClassInf [205]
                0.00    0.00       2/7           SetupGridLocations [206]
[183]    0.0    0.00    0.00       7         CountChildren [183]
-----------------------------------------------
                0.00    0.00       6/6           alloc_and_load_grid [186]
[184]    0.0    0.00    0.00       6         CheckGrid [184]
-----------------------------------------------
                0.00    0.00       6/6           Process_Fc [195]
[185]    0.0    0.00    0.00       6         ParseFc [185]
                0.00    0.00      11/125         ezxml_set_attr [167]
                0.00    0.00       6/183         FindProperty [154]
                0.00    0.00       5/180         ezxml_set_txt [156]
-----------------------------------------------
                0.00    0.00       6/6           InitArch [225]
[186]    0.0    0.00    0.00       6         alloc_and_load_grid [186]
                0.00    0.00     766/383841      my_malloc [84]
                0.00    0.00      56/56          find_type_col [177]
                0.00    0.00       6/437         alloc_matrix [137]
                0.00    0.00       6/6           CheckGrid [184]
-----------------------------------------------
                0.00    0.00       6/6           my_chunk_malloc [98]
[187]    0.0    0.00    0.00       6         insert_in_vptr_list [187]
                0.00    0.00       6/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00       1/5           ProcessIO [230]
                0.00    0.00       2/5           alloc_and_load_pin_to_track_map [197]
                0.00    0.00       2/5           alloc_and_load_track_to_pin_lookup [198]
[188]    0.0    0.00    0.00       5         alloc_matrix3 [188]
                0.00    0.00     548/383841      my_malloc [84]
-----------------------------------------------
                0.00    0.00       5/5           InitArch [225]
[189]    0.0    0.00    0.00       5         freeGrid [189]
                0.00    0.00       5/430         free_matrix [139]
-----------------------------------------------
                0.00    0.00       1/5           alloc_and_load_timing_graph_levels [261]
                0.00    0.00       4/5           add_to_heap [60]
[190]    0.0    0.00    0.00       5         my_realloc [190]
-----------------------------------------------
                0.00    0.00       1/4           free_rr_graph [65]
                0.00    0.00       1/4           free_net_delay [294]
                0.00    0.00       1/4           free_timing_graph [303]
                0.00    0.00       1/4           free_crit [289]
[191]    0.0    0.00    0.00       4         free_chunk_memory [191]
-----------------------------------------------
                0.00    0.00       2/4           free_type_track_to_ipin_map [306]
                0.00    0.00       2/4           alloc_and_load_pin_to_track_map [197]
[192]    0.0    0.00    0.00       4         free_matrix3 [192]
-----------------------------------------------
                0.00    0.00       2/4           alloc_and_load_clb_opins_used_locally [252]
                0.00    0.00       2/4           alloc_and_load_rr_clb_source [83]
[193]    0.0    0.00    0.00       4         get_class_range_for_block [193]
-----------------------------------------------
                0.00    0.00       3/3           ReadOptions [236]
[194]    0.0    0.00    0.00       3         ProcessOption [194]
                0.00    0.00       3/3           ReadBaseToken [196]
                0.00    0.00       1/1           ReadInt [235]
-----------------------------------------------
                0.00    0.00       1/3           ProcessIO [230]
                0.00    0.00       2/3           ProcessTypes [234]
[195]    0.0    0.00    0.00       3         Process_Fc [195]
                0.00    0.00       6/6           ParseFc [185]
-----------------------------------------------
                0.00    0.00       3/3           ProcessOption [194]
[196]    0.0    0.00    0.00       3         ReadBaseToken [196]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [9]
[197]    0.0    0.00    0.00       3         alloc_and_load_pin_to_track_map [197]
                0.00    0.00       6/383841      my_malloc [84]
                0.00    0.00       4/437         alloc_matrix [137]
                0.00    0.00       4/430         free_matrix [139]
                0.00    0.00       2/2           alloc_matrix4 [214]
                0.00    0.00       2/5           alloc_matrix3 [188]
                0.00    0.00       2/2           load_uniform_switch_pattern [218]
                0.00    0.00       2/2           check_all_tracks_reach_pins [215]
                0.00    0.00       2/4           free_matrix3 [192]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [9]
[198]    0.0    0.00    0.00       3         alloc_and_load_track_to_pin_lookup [198]
                0.00    0.00     932/383841      my_malloc [84]
                0.00    0.00       2/5           alloc_matrix3 [188]
-----------------------------------------------
                0.00    0.00       1/3           free_timing_graph [303]
                0.00    0.00       2/3           free_route_structs [297]
[199]    0.0    0.00    0.00       3         free_ivec_vector [199]
-----------------------------------------------
                0.00    0.00       3/3           free_type_pin_to_track_map [305]
[200]    0.0    0.00    0.00       3         free_matrix4 [200]
-----------------------------------------------
                0.00    0.00       2/2           ProcessSegments [232]
[201]    0.0    0.00    0.00       2         ProcessCB_SB [201]
                0.00    0.00       2/183         FindProperty [154]
                0.00    0.00       2/180         ezxml_set_txt [156]
                0.00    0.00       2/125         ezxml_set_attr [167]
-----------------------------------------------
                0.00    0.00       2/2           ProcessChanWidthDistr [228]
[202]    0.0    0.00    0.00       2         ProcessChanWidthDistrDir [202]
                0.00    0.00      10/183         FindProperty [154]
                0.00    0.00       4/125         ezxml_set_attr [167]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [234]
[203]    0.0    0.00    0.00       2         ProcessSubblocks [203]
                0.00    0.00       8/41          FindElement [179]
                0.00    0.00       8/222         FreeNode [144]
                0.00    0.00       6/183         FindProperty [154]
                0.00    0.00       5/3774        my_atoi [108]
                0.00    0.00       5/125         ezxml_set_attr [167]
                0.00    0.00       2/383841      my_malloc [84]
                0.00    0.00       2/2           SetupSubblocksTcomb [210]
                0.00    0.00       2/2           SetupSubblocksTSeq [209]
-----------------------------------------------
                0.00    0.00       2/2           ProcessTypes [234]
[204]    0.0    0.00    0.00       2         ProcessTypeProps [204]
                0.00    0.00       4/183         FindProperty [154]
                0.00    0.00       3/125         ezxml_set_attr [167]
                0.00    0.00       2/1359        my_strdup [112]
                0.00    0.00       1/3774        my_atoi [108]
-----------------------------------------------
                0.00    0.00       2/2           SetupPinClasses [207]
[205]    0.0    0.00    0.00       2         SetupClassInf [205]
